Date,CPI,HICP,GER2Y,GER10Y,USA2Y,USA10Y,EURUSD
1999-01-01,164.7,57.07,3.071,3.863,4.575,4.677,1.168
1999-01-02,164.7,57.07,3.071,3.863,4.575,4.677,1.1723999999999999
1999-01-03,164.7,57.07,3.071,3.863,4.575,4.677,1.1768
1999-01-04,164.7,57.07,3.071,3.748,4.575,4.677,1.1812
1999-01-05,164.7,57.07,3.089,3.791,4.641,4.745,1.1755
1999-01-06,164.7,57.07,3.051,3.768,4.591,4.709,1.1625
1999-01-07,164.7,57.07,3.02,3.711,4.641,4.773,1.1708
1999-01-08,164.7,57.07,3.013,3.714,4.725,4.87,1.158
1999-01-09,164.7,57.07,3.0233333333333334,3.7173333333333334,4.730666666666666,4.881,1.1555
1999-01-10,164.7,57.07,3.0336666666666665,3.720666666666667,4.7363333333333335,4.8919999999999995,1.153
1999-01-11,164.7,57.07,3.044,3.724,4.742,4.903,1.1505
1999-01-12,164.7,57.07,2.982,3.805,4.658,4.81,1.1554
1999-01-13,164.7,57.07,2.905,3.672,4.607,4.709,1.1678
1999-01-14,164.7,57.07,2.905,3.712,4.456,4.606,1.1678
1999-01-15,164.7,57.07,2.856,3.677,4.573,4.685,1.156
1999-01-16,164.7,57.07,2.8486666666666665,3.683,4.58575,4.692,1.1571666666666667
1999-01-17,164.7,57.07,2.8413333333333335,3.695,4.5985,4.699,1.1583333333333332
1999-01-18,164.7,57.07,2.834,3.663,4.61125,4.7059999999999995,1.1595
1999-01-19,164.7,57.07,2.833,3.657,4.624,4.713,1.1595
1999-01-20,164.7,57.07,2.865,3.678,4.641,4.741,1.1551
1999-01-21,164.7,57.07,2.843,3.673,4.606,4.685,1.1603
1999-01-22,164.7,57.07,2.81,3.648,4.555,4.629,1.1585
1999-01-23,164.7,57.07,2.8133333333333335,3.6416666666666666,4.572,4.641,1.1573666666666667
1999-01-24,164.7,57.07,2.8166666666666664,3.6353333333333335,4.5889999999999995,4.653,1.1562333333333334
1999-01-25,164.7,57.07,2.82,3.629,4.606,4.665,1.1551
1999-01-26,164.7,57.07,2.817,3.6455,4.623,4.693,1.156
1999-01-27,164.7,57.07,2.836,3.662,4.467,4.673,1.1443
1999-01-28,164.7,57.07,2.836,3.645,4.566,4.661,1.1408
1999-01-29,164.7,57.07,2.863,3.637,4.583,4.653,1.1365
1999-01-30,164.7,57.07,2.8833333333333333,3.635,4.605,4.686333333333333,1.135
1999-01-31,164.7,57.07,2.9036666666666666,3.635,4.627,4.719666666666667,1.1335
1999-02-01,164.7,57.2,2.924,3.693,4.649,4.753,1.132
1999-02-02,164.7,57.2,2.924,3.71,4.699,4.802,1.135
1999-02-03,164.7,57.2,2.952,3.75,4.716,4.83,1.1305
1999-02-04,164.7,57.2,2.986,3.822,4.767,4.875,1.1341
1999-02-05,164.7,57.2,2.963,3.776,4.801,4.945,1.1257
1999-02-06,164.7,57.2,2.976,3.781,4.7956666666666665,4.938000000000001,1.1276
1999-02-07,164.7,57.2,2.989,3.818,4.790333333333334,4.931,1.1295
1999-02-08,164.7,57.2,3.002,3.855,4.785,4.924,1.1314
1999-02-09,164.7,57.2,2.963,3.787,4.751,4.879,1.1312
1999-02-10,164.7,57.2,2.979,3.79,4.785,4.932,1.132
1999-02-11,164.7,57.2,2.962,3.805,4.819,4.928,1.1216
1999-02-12,164.7,57.2,2.996,3.841,4.906,5.061,1.1303
1999-02-13,164.7,57.2,3.009333333333333,3.865,4.906,5.0504999999999995,1.1275666666666668
1999-02-14,164.7,57.2,3.022666666666667,3.8955,4.906,5.04,1.1248333333333334
1999-02-15,164.7,57.2,3.036,3.926,4.906,5.0295000000000005,1.1221
1999-02-16,164.7,57.2,3.042,3.88,4.906,5.019,1.1209
1999-02-17,164.7,57.2,3.008,3.893,4.873,4.974,1.124
1999-02-18,164.7,57.2,3.025,3.884,4.924,5.057,1.1196
1999-02-19,164.7,57.2,2.967,3.902,4.96,5.078,1.1055
1999-02-20,164.7,57.2,2.967,3.899,4.943,5.058666666666666,1.1043666666666667
1999-02-21,164.7,57.2,2.967,3.8890000000000002,4.926,5.039333333333333,1.1032333333333333
1999-02-22,164.7,57.2,2.967,3.879,4.909,5.02,1.1021
1999-02-23,164.7,57.2,2.95,3.85,4.996,5.103,1.1008
1999-02-24,164.7,57.2,3.013,3.862,5.083,5.179,1.1003
1999-02-25,164.7,57.2,3.048,3.908,5.217,5.353,1.1021
1999-02-26,164.7,57.2,3.142,3.997,5.15,5.294,1.1022
1999-02-27,164.7,57.2,3.167333333333333,4.009,5.166666666666667,5.326666666666666,1.098
1999-02-28,164.7,57.2,3.1926666666666668,4.001,5.183333333333334,5.359333333333334,1.0937999999999999
1999-03-01,164.8,57.38,3.218,4.091,5.2,5.392,1.0896
1999-03-02,164.8,57.38,3.201,4.084,5.134,5.315,1.094
1999-03-03,164.8,57.38,3.237,4.103,5.184,5.384,1.0871
1999-03-04,164.8,57.38,3.19,4.166,5.201,5.419,1.0804
1999-03-05,164.8,57.38,3.078,4.153,5.134,5.32,1.0815
1999-03-06,164.8,57.38,3.078,4.007,5.1226666666666665,5.303,1.0838666666666665
1999-03-07,164.8,57.38,3.078,4.007,5.1113333333333335,5.2860000000000005,1.0862333333333334
1999-03-08,164.8,57.38,3.078,4.038,5.1,5.269,1.0886
1999-03-09,164.8,57.38,3.054,4.098,5.016,5.172,1.0887
1999-03-10,164.8,57.38,3.066,4.066,5.033,5.201,1.094
1999-03-11,164.8,57.38,2.983,4.079,5.033,5.197,1.1036
1999-03-12,164.8,57.38,3.001,4.023,4.982,5.147,1.09
1999-03-13,164.8,57.38,2.975,4.016,4.982,5.149666666666667,1.0905333333333334
1999-03-14,164.8,57.38,2.949,4.037,4.982,5.152333333333334,1.0910666666666666
1999-03-15,164.8,57.38,2.923,4.006,4.982,5.155,1.0916
1999-03-16,164.8,57.38,2.989,4.008,4.965,5.109,1.1009
1999-03-17,164.8,57.38,2.989,3.936,4.982,5.122,1.1005
1999-03-18,164.8,57.38,2.989,3.921,4.982,5.101,1.097
1999-03-19,164.8,57.38,2.995,3.915,5.05,5.181,1.0887
1999-03-20,164.8,57.38,2.995,3.906,5.055666666666666,5.1883333333333335,1.0895666666666666
1999-03-21,164.8,57.38,2.995,3.916,5.061333333333334,5.195666666666667,1.0904333333333334
1999-03-22,164.8,57.38,2.995,3.968,5.067,5.203,1.0913
1999-03-23,164.8,57.38,3.013,3.996,4.998,5.16,1.0887
1999-03-24,164.8,57.38,2.982,3.995,4.998,5.156,1.088
1999-03-25,164.8,57.38,2.964,3.968,5.025,5.216,1.0832
1999-03-26,164.8,57.38,2.956,4.04,4.991,5.208,1.0762
1999-03-27,164.8,57.38,2.9436666666666667,4.032,4.996666666666666,5.2250000000000005,1.0750666666666666
1999-03-28,164.8,57.38,2.9313333333333333,4.032,5.0023333333333335,5.242,1.0739333333333334
1999-03-29,164.8,57.38,2.919,4.061,5.008,5.259,1.0728
1999-03-30,164.8,57.38,2.892,4.045,4.975,5.191,1.0723
1999-03-31,164.8,57.38,2.87,3.994,4.991,5.242,1.0764
1999-04-01,165.9,57.59,2.859,3.993,5.008,5.276,1.0781
1999-04-02,165.9,57.59,2.838,4.018,4.99125,5.25375,1.0784
1999-04-03,165.9,57.59,2.845,4.028333333333333,4.9745,5.2315000000000005,1.0761666666666667
1999-04-04,165.9,57.59,2.852,4.038666666666667,4.95775,5.20925,1.0739333333333334
1999-04-05,165.9,57.59,2.859,4.049,4.941,5.187,1.0717
1999-04-06,165.9,57.59,2.794,3.948,4.908,5.124,1.0828
1999-04-07,165.9,57.59,2.836,3.897,4.908,5.124,1.0767
1999-04-08,165.9,57.59,2.685,3.906,4.857,5.04,1.0741
1999-04-09,165.9,57.59,2.744,3.844,4.874,5.057,1.0792
1999-04-10,165.9,57.59,2.742,3.842,4.8853333333333335,5.055666666666667,1.0795666666666666
1999-04-11,165.9,57.59,2.74,3.841,4.8966666666666665,5.054333333333333,1.0799333333333334
1999-04-12,165.9,57.59,2.738,3.802,4.908,5.053,1.0803
1999-04-13,165.9,57.59,2.754,3.808,4.925,5.103,1.0769
1999-04-14,165.9,57.59,2.742,3.832,4.958,5.133,1.0812
1999-04-15,165.9,57.59,2.741,3.811,4.959,5.167,1.0694
1999-04-16,165.9,57.59,2.741,3.873,5.01,5.219,1.0696
1999-04-17,165.9,57.59,2.7226666666666666,3.866,4.987333333333333,5.193333333333333,1.0682333333333334
1999-04-18,165.9,57.59,2.7043333333333335,3.867,4.964666666666667,5.167666666666667,1.0668666666666666
1999-04-19,165.9,57.59,2.686,3.902,4.942,5.142,1.0655
1999-04-20,165.9,57.59,2.68,3.845,4.942,5.138,1.0623
1999-04-21,165.9,57.59,2.69,3.834,4.976,5.176,1.0592
1999-04-22,165.9,57.59,2.695,3.822,5.027,5.249,1.0646
1999-04-23,165.9,57.59,2.672,3.854,5.028,5.25,1.0605
1999-04-24,165.9,57.59,2.67,3.85,5.022333333333333,5.24,1.0605666666666667
1999-04-25,165.9,57.59,2.668,3.8645,5.016666666666667,5.2299999999999995,1.0606333333333333
1999-04-26,165.9,57.59,2.666,3.879,5.011,5.22,1.0607
1999-04-27,165.9,57.59,2.671,3.859,4.994,5.207,1.0655
1999-04-28,165.9,57.59,2.692,3.872,5.046,5.263,1.0628
1999-04-29,165.9,57.59,2.664,3.836,4.967,5.216,1.0621
1999-04-30,165.9,57.59,2.696,3.834,5.066,5.35,1.0569
1999-05-01,166.0,57.63,2.6976666666666667,3.874,5.066,5.353,1.0567333333333333
1999-05-02,166.0,57.63,2.6993333333333336,3.89,5.066,5.356,1.0565666666666667
1999-05-03,166.0,57.63,2.701,3.906,5.066,5.359,1.0564
1999-05-04,166.0,57.63,2.723,3.883,5.1,5.407,1.0629
1999-05-05,166.0,57.63,2.716,3.956,5.1,5.398,1.0745
1999-05-06,166.0,57.63,2.733,3.935,5.167,5.504,1.079
1999-05-07,166.0,57.63,2.71,4.019,5.185,5.54,1.0755
1999-05-08,166.0,57.63,2.708,3.991,5.173666666666667,5.538666666666667,1.0765
1999-05-09,166.0,57.63,2.706,3.993,5.162333333333333,5.537333333333333,1.0775
1999-05-10,166.0,57.63,2.704,4.027,5.151,5.536,1.0785
1999-05-11,166.0,57.63,2.703,4.04,5.168,5.58,1.0713
1999-05-12,166.0,57.63,2.674,4.078,5.185,5.567,1.0651
1999-05-13,166.0,57.63,2.679,4.024,5.117,5.41,1.066
1999-05-14,166.0,57.63,2.758,4.149,5.288,5.628,1.0655
1999-05-15,166.0,57.63,2.7596666666666665,4.149,5.288333333333333,5.632,1.0658333333333332
1999-05-16,166.0,57.63,2.7613333333333334,4.147,5.288666666666667,5.636,1.0661666666666667
1999-05-17,166.0,57.63,2.763,4.149,5.289,5.64,1.0665
1999-05-18,166.0,57.63,2.74,4.131,5.34,5.661,1.0687
1999-05-19,166.0,57.63,2.767,4.118,5.341,5.595,1.0701
1999-05-20,166.0,57.63,2.767,4.082,5.341,5.595,1.0614
1999-05-21,166.0,57.63,2.743,4.057,5.256,5.512,1.0588
1999-05-22,166.0,57.63,2.735333333333333,4.028,5.250333333333334,5.5009999999999994,1.0594333333333332
1999-05-23,166.0,57.63,2.727666666666667,4.0305,5.244666666666666,5.49,1.0600666666666667
1999-05-24,166.0,57.63,2.72,4.033,5.239,5.479,1.0607
1999-05-25,166.0,57.63,2.697,4.02,5.256,5.471,1.0613
1999-05-26,166.0,57.63,2.695,4.017,5.361,5.553,1.0448
1999-05-27,166.0,57.63,2.77,4.079,5.417,5.628,1.0425
1999-05-28,166.0,57.63,2.758,4.089,5.401,5.624,1.0428
1999-05-29,166.0,57.63,2.7733333333333334,4.102,5.4345,5.6585,1.0424666666666667
1999-05-30,166.0,57.63,2.7886666666666664,4.1155,5.468,5.693,1.0421333333333334
1999-05-31,166.0,57.63,2.804,4.129,5.5015,5.727499999999999,1.0418
1999-06-01,166.0,57.62,2.862,4.212,5.535,5.762,1.0447
1999-06-02,166.0,57.62,2.908,4.259,5.518,5.779,1.0355
1999-06-03,166.0,57.62,2.907,4.256,5.536,5.805,1.0323
1999-06-04,166.0,57.62,2.937,4.271,5.553,5.809,1.0373
1999-06-05,166.0,57.62,2.931,4.269,5.547666666666666,5.804666666666667,1.0346333333333335
1999-06-06,166.0,57.62,2.925,4.285,5.542333333333334,5.800333333333334,1.0319666666666667
1999-06-07,166.0,57.62,2.919,4.301,5.537,5.796,1.0293
1999-06-08,166.0,57.62,2.889,4.233,5.571,5.826,1.045
1999-06-09,166.0,57.62,2.889,4.26,5.622,5.89,1.0472
1999-06-10,166.0,57.62,3.055,4.287,5.64,5.929,1.0483
1999-06-11,166.0,57.62,3.061,4.407,5.692,6.037,1.0508
1999-06-12,166.0,57.62,3.033,4.375,5.675,6.012333333333333,1.0480333333333334
1999-06-13,166.0,57.62,3.005,4.343,5.658,5.987666666666667,1.0452666666666666
1999-06-14,166.0,57.62,2.977,4.355,5.641,5.963,1.0425
1999-06-15,166.0,57.62,2.989,4.29,5.659,5.981,1.0433
1999-06-16,166.0,57.62,3.01,4.295,5.591,5.925,1.0307
1999-06-17,166.0,57.62,2.984,4.278,5.488,5.788,1.0341
1999-06-18,166.0,57.62,2.978,4.206,5.558,5.827,1.0395
1999-06-19,166.0,57.62,3.008,4.207333333333334,5.5696666666666665,5.848333333333334,1.0374
1999-06-20,166.0,57.62,3.0380000000000003,4.208666666666667,5.581333333333333,5.869666666666666,1.0352999999999999
1999-06-21,166.0,57.62,3.068,4.21,5.593,5.891,1.0332
1999-06-22,166.0,57.62,3.121,4.381,5.628,5.925,1.0326
1999-06-23,166.0,57.62,3.159,4.45,5.715,6.033,1.0328
1999-06-24,166.0,57.62,3.223,4.563,5.733,6.038,1.0408
1999-06-25,166.0,57.62,3.202,4.614,5.75,6.016,1.0428
1999-06-26,166.0,57.62,3.204,4.528,5.722,5.993,1.0393
1999-06-27,166.0,57.62,3.206,4.528,5.694,5.97,1.0358
1999-06-28,166.0,57.62,3.208,4.547,5.666,5.947,1.0323
1999-06-29,166.0,57.62,3.17,4.56,5.7,5.926,1.0322
1999-06-30,166.0,57.62,3.166,4.48,5.516,5.785,1.0356
1999-07-01,166.7,57.71,3.155,4.492,5.582,5.84,1.0246
1999-07-02,166.7,57.71,3.117,4.613,5.581,5.836,1.0244
1999-07-03,166.7,57.71,3.1206666666666667,4.584,5.58925,5.8445,1.0237333333333334
1999-07-04,166.7,57.71,3.1243333333333334,4.584,5.5975,5.853,1.0230666666666666
1999-07-05,166.7,57.71,3.128,4.604,5.6057500000000005,5.8615,1.0224
1999-07-06,166.7,57.71,3.166,4.679,5.614,5.87,1.0247
1999-07-07,166.7,57.71,3.221,4.707,5.614,5.888,1.0181
1999-07-08,166.7,57.71,3.211,4.721,5.563,5.823,1.022
1999-07-09,166.7,57.71,3.244,4.7,5.579,5.832,1.0195
1999-07-10,166.7,57.71,3.2203333333333335,4.719,5.556333333333333,5.798,1.0178
1999-07-11,166.7,57.71,3.1966666666666668,4.719,5.533666666666667,5.764,1.0161
1999-07-12,166.7,57.71,3.173,4.708,5.511,5.73,1.0144
1999-07-13,166.7,57.71,3.156,4.612,5.51,5.704,1.0174
1999-07-14,166.7,57.71,3.108,4.669,5.544,5.734,1.0199
1999-07-15,166.7,57.71,3.3,4.646,5.526,5.726,1.0196
1999-07-16,166.7,57.71,3.301,4.751,5.474,5.671,1.0194
1999-07-17,166.7,57.71,3.2993333333333332,4.749,5.468,5.669666666666667,1.0233
1999-07-18,166.7,57.71,3.2976666666666667,4.772,5.462000000000001,5.668333333333333,1.0272
1999-07-19,166.7,57.71,3.296,4.795,5.456,5.667,1.0311
1999-07-20,166.7,57.71,3.241,4.752,5.405,5.637,1.0393
1999-07-21,166.7,57.71,3.158,4.615,5.421,5.654,1.0507
1999-07-22,166.7,57.71,3.242,4.624,5.506,5.781,1.0506
1999-07-23,166.7,57.71,3.253,4.68,5.557,5.842,1.0522
1999-07-24,166.7,57.71,3.242,4.675,5.562666666666667,5.843333333333333,1.0562
1999-07-25,166.7,57.71,3.2310000000000003,4.684,5.568333333333333,5.844666666666667,1.0602
1999-07-26,166.7,57.71,3.22,4.685,5.574,5.846,1.0642
1999-07-27,166.7,57.71,3.215,4.686,5.556,5.812,1.0625
1999-07-28,166.7,57.71,3.227,4.694,5.556,5.794,1.0656
1999-07-29,166.7,57.71,3.306,4.75,5.6,5.876,1.0713
1999-07-30,166.7,57.71,3.396,4.77,5.617,5.902,1.0705
1999-07-31,166.7,57.71,3.4226666666666667,4.825,5.628333333333333,5.9093333333333335,1.0698333333333334
1999-08-01,167.1,57.78,3.449333333333333,4.852,5.639666666666667,5.916666666666667,1.0691666666666666
1999-08-02,167.1,57.78,3.476,4.879,5.651,5.924,1.0685
1999-08-03,167.1,57.78,3.494,4.942,5.668,5.955,1.0672
1999-08-04,167.1,57.78,3.479,4.916,5.634,5.937,1.0762
1999-08-05,167.1,57.78,3.496,4.976,5.533,5.864,1.0755
1999-08-06,167.1,57.78,3.549,5.042,5.685,6.038,1.0729
1999-08-07,167.1,57.78,3.551,5.05,5.713666666666667,6.069,1.0723666666666667
1999-08-08,167.1,57.78,3.553,5.055,5.742333333333333,6.1000000000000005,1.0718333333333332
1999-08-09,167.1,57.78,3.555,5.048,5.771,6.131,1.0713
1999-08-10,167.1,57.78,3.533,5.048,5.788,6.162,1.0708
1999-08-11,167.1,57.78,3.483,4.974,5.737,6.1,1.0651
1999-08-12,167.1,57.78,3.392,4.897,5.771,6.08,1.0667
1999-08-13,167.1,57.78,3.415,4.879,5.704,5.979,1.0569
1999-08-14,167.1,57.78,3.4266666666666667,4.877,5.709666666666666,5.974666666666667,1.057
1999-08-15,167.1,57.78,3.4383333333333335,4.877,5.715333333333334,5.9703333333333335,1.0571
1999-08-16,167.1,57.78,3.45,4.913,5.721,5.966,1.0572
1999-08-17,167.1,57.78,3.422,4.931,5.67,5.879,1.0505
1999-08-18,167.1,57.78,3.348,4.847,5.635,5.87,1.0513
1999-08-19,167.1,57.78,3.337,4.845,5.635,5.895,1.0631
1999-08-20,167.1,57.78,3.279,4.836,5.618,5.87,1.0674
1999-08-21,167.1,57.78,3.2966666666666664,4.815,5.629666666666667,5.877,1.0607
1999-08-22,167.1,57.78,3.3143333333333334,4.799,5.641333333333333,5.884,1.0539999999999998
1999-08-23,167.1,57.78,3.332,4.783,5.653,5.891,1.0473
1999-08-24,167.1,57.78,3.397,4.812,5.601,5.82,1.0534
1999-08-25,167.1,57.78,3.322,4.751,5.515,5.713,1.0427
1999-08-26,167.1,57.78,3.411,4.708,5.584,5.766,1.0454
1999-08-27,167.1,57.78,3.441,4.793,5.668,5.861,1.0463
1999-08-28,167.1,57.78,3.457,4.794,5.690666666666667,5.893,1.0473666666666668
1999-08-29,167.1,57.78,3.473,4.801,5.713333333333333,5.925,1.0484333333333333
1999-08-30,167.1,57.78,3.489,4.866,5.736,5.957,1.0495
1999-08-31,167.1,57.78,3.495,4.904,5.736,5.974,1.0561
1999-09-01,167.8,57.83,3.468,4.938,5.719,5.983,1.0574
1999-09-02,167.8,57.83,3.564,5.033,5.735,6.008,1.0676
1999-09-03,167.8,57.83,3.398,4.997,5.634,5.886,1.0608
1999-09-04,167.8,57.83,3.4,4.933,5.64675,5.90175,1.0597333333333334
1999-09-05,167.8,57.83,3.402,4.932,5.6594999999999995,5.9175,1.0586666666666666
1999-09-06,167.8,57.83,3.404,4.931,5.67225,5.93325,1.0576
1999-09-07,167.8,57.83,3.506,4.96,5.685,5.949,1.0596
1999-09-08,167.8,57.83,3.49,4.983,5.652,5.928,1.0591
1999-09-09,167.8,57.83,3.581,5.056,5.686,5.966,1.0526
1999-09-10,167.8,57.83,3.558,5.061,5.635,5.902,1.0363
1999-09-11,167.8,57.83,3.578333333333333,5.044,5.646333333333333,5.900666666666667,1.0381
1999-09-12,167.8,57.83,3.598666666666667,5.044,5.657666666666667,5.899333333333333,1.0399
1999-09-13,167.8,57.83,3.619,5.084,5.669,5.898,1.0417
1999-09-14,167.8,57.83,3.602,5.15,5.686,5.961,1.034
1999-09-15,167.8,57.83,3.66,5.16,5.635,5.923,1.0397
1999-09-16,167.8,57.83,3.514,5.137,5.618,5.898,1.0389
1999-09-17,167.8,57.83,3.515,5.033,5.618,5.869,1.042
1999-09-18,167.8,57.83,3.521333333333333,5.055,5.629666666666667,5.881333333333333,1.0402666666666667
1999-09-19,167.8,57.83,3.5276666666666667,5.055,5.641333333333333,5.893666666666666,1.0385333333333333
1999-09-20,167.8,57.83,3.534,5.037,5.653,5.906,1.0368
1999-09-21,167.8,57.83,3.638,5.111,5.653,5.936,1.0491
1999-09-22,167.8,57.83,3.617,5.072,5.636,5.915,1.0438
1999-09-23,167.8,57.83,3.574,5.099,5.549,5.798,1.0514
1999-09-24,167.8,57.83,3.504,4.997,5.549,5.773,1.043
1999-09-25,167.8,57.83,3.547,4.984,5.560666666666667,5.792333333333334,1.0441333333333334
1999-09-26,167.8,57.83,3.59,5.006,5.572333333333333,5.8116666666666665,1.0452666666666666
1999-09-27,167.8,57.83,3.633,5.008,5.584,5.831,1.0464
1999-09-28,167.8,57.83,3.596,5.044,5.636,5.91,1.0517
1999-09-29,167.8,57.83,3.666,5.105,5.689,5.961,1.0636
1999-09-30,167.8,57.83,3.661,5.129,5.591,5.881,1.0634
1999-10-01,168.1,57.86,3.874,5.158,5.709,5.973,1.0729
1999-10-02,168.1,57.86,3.8850000000000002,5.166,5.697666666666667,5.959,1.0731666666666666
1999-10-03,168.1,57.86,3.896,5.174,5.686333333333333,5.945,1.0734333333333335
1999-10-04,168.1,57.86,3.907,5.182,5.675,5.931,1.0737
1999-10-05,168.1,57.86,3.858,5.181,5.776,6.037,1.0727
1999-10-06,168.1,57.86,3.871,5.182,5.81,6.037,1.0693
1999-10-07,168.1,57.86,3.871,5.205,5.811,6.041,1.0709
1999-10-08,168.1,57.86,3.927,5.204,5.794,6.037,1.0626
1999-10-09,168.1,57.86,3.929,5.228,5.794,6.037,1.0629
1999-10-10,168.1,57.86,3.931,5.228,5.794,6.037,1.0632
1999-10-11,168.1,57.86,3.933,5.237,5.794,6.037,1.0635
1999-10-12,168.1,57.86,4.017,5.26,5.794,6.058,1.0766
1999-10-13,168.1,57.86,4.052,5.312,5.846,6.11,1.0811
1999-10-14,168.1,57.86,4.148,5.441,5.897,6.17,1.077
1999-10-15,168.1,57.86,4.048,5.461,5.829,6.075,1.0856
1999-10-16,168.1,57.86,4.037,5.41,5.8406666666666665,6.099666666666667,1.0844333333333334
1999-10-17,168.1,57.86,4.026,5.395,5.852333333333333,6.124333333333333,1.0832666666666666
1999-10-18,168.1,57.86,4.015,5.379,5.864,6.149,1.0821
1999-10-19,168.1,57.86,4.111,5.388,5.899,6.179,1.083
1999-10-20,168.1,57.86,4.125,5.44,5.916,6.175,1.0763
1999-10-21,168.1,57.86,4.069,5.409,5.917,6.192,1.0787
1999-10-22,168.1,57.86,4.03,5.419,5.935,6.196,1.0698
1999-10-23,168.1,57.86,4.056666666666667,5.411,5.941,6.199,1.0689666666666666
1999-10-24,168.1,57.86,4.083333333333334,5.404,5.947,6.202,1.0681333333333334
1999-10-25,168.1,57.86,4.11,5.432,5.953,6.205,1.0673
1999-10-26,168.1,57.86,4.094,5.432,5.988,6.235,1.0596
1999-10-27,168.1,57.86,4.016,5.432,5.936,6.196,1.0508
1999-10-28,168.1,57.86,3.949,5.226,5.875,6.119,1.0517
1999-10-29,168.1,57.86,3.875,5.209,5.765,6.028,1.0532
1999-10-30,168.1,57.86,3.8886666666666665,5.113,5.7796666666666665,6.035333333333333,1.0526666666666666
1999-10-31,168.1,57.86,3.9023333333333334,5.103,5.794333333333333,6.042666666666666,1.0521333333333334
1999-11-01,168.4,57.94,3.916,5.153,5.809,6.05,1.0516
1999-11-02,168.4,57.94,3.905,5.074,5.786,6.024,1.0522
1999-11-03,168.4,57.94,3.895,5.128,5.764,5.999,1.0485
1999-11-04,168.4,57.94,3.861,5.103,5.719,5.956,1.0366
1999-11-05,168.4,57.94,3.798,4.955,5.722,5.926,1.0442
1999-11-06,168.4,57.94,3.779,4.968,5.722,5.929,1.0422
1999-11-07,168.4,57.94,3.7600000000000002,4.978,5.722,5.9319999999999995,1.0402
1999-11-08,168.4,57.94,3.741,4.988,5.722,5.935,1.0382
1999-11-09,168.4,57.94,3.799,4.921,5.755,5.956,1.0401
1999-11-10,168.4,57.94,3.84,4.966,5.806,5.981,1.0441
1999-11-11,168.4,57.94,3.818,4.972,5.805,5.986,1.0405
1999-11-12,168.4,57.94,3.737,4.912,5.771,5.93,1.0317
1999-11-13,168.4,57.94,3.744666666666667,4.859,5.771,5.927333333333333,1.0321666666666667
1999-11-14,168.4,57.94,3.752333333333333,4.881,5.771,5.924666666666666,1.0326333333333333
1999-11-15,168.4,57.94,3.76,4.898,5.771,5.922,1.0331
1999-11-16,168.4,57.94,3.709,4.873,5.856,5.96,1.0302
1999-11-17,168.4,57.94,3.849,4.964,5.873,6.037,1.0408
1999-11-18,168.4,57.94,3.943,5.052,5.89,6.059,1.0294
1999-11-19,168.4,57.94,3.938,5.026,5.907,6.067,1.0296
1999-11-20,168.4,57.94,3.944,5.053,5.918666666666667,6.074333333333334,1.0302333333333333
1999-11-21,168.4,57.94,3.95,5.075,5.9303333333333335,6.081666666666667,1.0308666666666668
1999-11-22,168.4,57.94,3.956,5.097,5.942,6.089,1.0315
1999-11-23,168.4,57.94,3.945,5.101,5.942,6.08,1.0275
1999-11-24,168.4,57.94,4.012,5.152,5.958,6.085,1.0181
1999-11-25,168.4,57.94,4.007,5.162,5.975,6.102,1.018
1999-11-26,168.4,57.94,4.031,5.215,5.992,6.119,1.017
1999-11-27,168.4,57.94,4.035333333333333,5.207,6.014666666666667,6.148,1.0143333333333333
1999-11-28,168.4,57.94,4.039666666666666,5.203,6.037333333333333,6.1770000000000005,1.0116666666666665
1999-11-29,168.4,57.94,4.044,5.195,6.06,6.206,1.009
1999-11-30,168.4,57.94,3.949,5.19,6.026,6.193,1.0084
1999-12-01,168.8,58.15,3.999,5.113,6.043,6.207,1.0075
1999-12-02,168.8,58.15,4.072,5.184,6.06,6.233,1.0016
1999-12-03,168.8,58.15,4.03,5.164,5.976,6.167,1.0029
1999-12-04,168.8,58.15,4.000333333333334,5.139,5.9703333333333335,6.158333333333333,1.0093333333333332
1999-12-05,168.8,58.15,3.970666666666667,5.1085,5.964666666666666,6.149666666666667,1.0157666666666667
1999-12-06,168.8,58.15,3.941,5.078,5.959,6.141,1.0222
1999-12-07,168.8,58.15,3.942,5.028,5.925,6.102,1.0248
1999-12-08,168.8,58.15,3.98,5.031,5.959,6.137,1.0273
1999-12-09,168.8,58.15,3.956,5.039,5.942,6.128,1.0212
1999-12-10,168.8,58.15,3.926,4.969,5.908,6.072,1.013
1999-12-11,168.8,58.15,3.9343333333333335,4.971,5.925,6.082,1.013
1999-12-12,168.8,58.15,3.9426666666666668,4.948,5.942,6.0920000000000005,1.013
1999-12-13,168.8,58.15,3.951,5.015,5.959,6.102,1.013
1999-12-14,168.8,58.15,4.001,5.07,6.062,6.216,1.0053
1999-12-15,168.8,58.15,3.99,5.066,6.079,6.238,1.007
1999-12-16,168.8,58.15,4.175,5.142,6.148,6.304,1.0189
1999-12-17,168.8,58.15,4.121,5.203,6.132,6.291,1.0072
1999-12-18,168.8,58.15,4.137666666666667,5.249,6.155333333333333,6.3133333333333335,1.0093333333333334
1999-12-19,168.8,58.15,4.154333333333334,5.26,6.1786666666666665,6.335666666666667,1.0114666666666667
1999-12-20,168.8,58.15,4.171,5.243,6.202,6.358,1.0136
1999-12-21,168.8,58.15,4.144,5.216,6.219,6.376,1.0081
1999-12-22,168.8,58.15,4.161,5.257,6.22,6.376,1.009
